,UTC,PositionStatus,Latitude,LatitudeDirection,Longitude,LongitudeDirection,Speed,TimeStamp,Date,Unknown,Zone,Label
3016,175445.727,A,1301.559,N,8015.802,E,38.9,91.6,140624,0.0,W,1
3017,175446.727,A,1301.559,N,8015.814,E,38.9,91.6,140624,0.0,W,1
3018,175447.727,A,1301.559,N,8015.825,E,38.9,140.4,140624,0.0,W,1
3019,175448.727,A,1301.55,N,8015.832,E,38.9,140.4,140624,0.0,W,1
3020,175449.727,A,1301.542,N,8015.839,E,38.9,140.4,140624,0.0,W,1
3021,175450.727,A,1301.533,N,8015.845,E,38.9,140.4,140624,0.0,W,1
3022,175451.727,A,1301.525,N,8015.852,E,38.9,140.4,140624,0.0,W,1
3023,175452.727,A,1301.516,N,8015.859,E,38.9,140.4,140624,0.0,W,1
3024,175453.727,A,1301.508,N,8015.866,E,38.9,140.4,140624,0.0,W,1
3025,175454.727,A,1301.5,N,8015.873,E,38.9,140.4,140624,0.0,W,1
3026,175455.727,A,1301.491,N,8015.88,E,38.9,140.4,140624,0.0,W,1
3027,175456.727,A,1301.483,N,8015.887,E,38.9,140.4,140624,0.0,W,1
3028,175457.727,A,1301.474,N,8015.894,E,38.9,140.4,140624,0.0,W,1
3029,175458.727,A,1301.466,N,8015.901,E,38.9,140.4,140624,0.0,W,1
3030,175459.727,A,1301.458,N,8015.908,E,38.9,199.2,140624,0.0,W,1
3031,175500.727,A,1301.447,N,8015.904,E,38.9,199.2,140624,0.0,W,1
3032,175501.727,A,1301.437,N,8015.901,E,38.9,199.2,140624,0.0,W,1
3033,175502.727,A,1301.427,N,8015.897,E,38.9,199.2,140624,0.0,W,1
3034,175503.727,A,1301.417,N,8015.894,E,38.9,199.2,140624,0.0,W,1
3035,175504.727,A,1301.407,N,8015.89,E,38.9,199.2,140624,0.0,W,1
3036,175505.727,A,1301.396,N,8015.887,E,38.9,199.2,140624,0.0,W,1
3037,175506.727,A,1301.386,N,8015.883,E,38.9,199.2,140624,0.0,W,1
3038,175507.727,A,1301.376,N,8015.88,E,38.9,199.2,140624,0.0,W,1
3039,175508.727,A,1301.366,N,8015.876,E,38.9,199.2,140624,0.0,W,1
3040,175509.727,A,1301.355,N,8015.872,E,38.9,199.2,140624,0.0,W,1
3041,175510.727,A,1301.345,N,8015.869,E,38.9,199.2,140624,0.0,W,1
3042,175511.727,A,1301.335,N,8015.865,E,38.9,199.2,140624,0.0,W,1
3043,175512.727,A,1301.325,N,8015.862,E,38.9,199.2,140624,0.0,W,1
3044,175513.727,A,1301.315,N,8015.858,E,38.9,199.2,140624,0.0,W,1
3045,175514.727,A,1301.304,N,8015.855,E,38.9,199.2,140624,0.0,W,1
3046,175515.727,A,1301.294,N,8015.851,E,38.9,357.5,140624,0.0,W,1
3047,175516.727,A,1301.305,N,8015.851,E,38.9,357.5,140624,0.0,W,1
3048,175517.727,A,1301.316,N,8015.85,E,38.9,357.5,140624,0.0,W,1
3049,175518.727,A,1301.327,N,8015.85,E,38.9,357.5,140624,0.0,W,1
3050,175519.727,A,1301.337,N,8015.849,E,38.9,357.5,140624,0.0,W,1
3051,175520.727,A,1301.348,N,8015.849,E,38.9,357.5,140624,0.0,W,1
3052,175521.727,A,1301.359,N,8015.848,E,38.9,357.5,140624,0.0,W,1
3053,175522.727,A,1301.37,N,8015.848,E,38.9,357.5,140624,0.0,W,1
3054,175523.727,A,1301.38,N,8015.847,E,38.9,357.5,140624,0.0,W,1
3055,175524.727,A,1301.391,N,8015.847,E,38.9,357.5,140624,0.0,W,1
3056,175525.727,A,1301.402,N,8015.846,E,38.9,357.5,140624,0.0,W,1
3057,175526.727,A,1301.413,N,8015.846,E,38.9,357.5,140624,0.0,W,1
3058,175527.727,A,1301.424,N,8015.845,E,38.9,357.5,140624,0.0,W,1
3059,175528.727,A,1301.434,N,8015.845,E,38.9,357.5,140624,0.0,W,1
3060,175529.727,A,1301.445,N,8015.844,E,38.9,357.5,140624,0.0,W,1
3061,175530.727,A,1301.456,N,8015.844,E,38.9,357.5,140624,0.0,W,1
3062,175531.727,A,1301.467,N,8015.844,E,38.9,357.5,140624,0.0,W,1
3063,175532.727,A,1301.477,N,8015.843,E,38.9,357.5,140624,0.0,W,1
3064,175533.727,A,1301.488,N,8015.843,E,38.9,357.5,140624,0.0,W,1
3065,175534.727,A,1301.499,N,8015.842,E,38.9,357.5,140624,0.0,W,1
3066,175535.727,A,1301.51,N,8015.842,E,38.9,357.5,140624,0.0,W,1
3067,175536.727,A,1301.521,N,8015.841,E,38.9,357.5,140624,0.0,W,1
3068,175537.727,A,1301.531,N,8015.841,E,38.9,146.7,140624,0.0,W,1
3069,175538.727,A,1301.522,N,8015.847,E,38.9,146.7,140624,0.0,W,1
3070,175539.727,A,1301.513,N,8015.853,E,38.9,146.7,140624,0.0,W,1
3071,175540.727,A,1301.504,N,8015.859,E,38.9,146.7,140624,0.0,W,1
3072,175541.727,A,1301.495,N,8015.865,E,38.9,146.7,140624,0.0,W,1
3073,175542.727,A,1301.486,N,8015.87,E,38.9,146.7,140624,0.0,W,1
3074,175543.727,A,1301.477,N,8015.876,E,38.9,146.7,140624,0.0,W,1
3075,175544.727,A,1301.468,N,8015.882,E,38.9,146.7,140624,0.0,W,1
3076,175545.727,A,1301.459,N,8015.888,E,38.9,194.2,140624,0.0,W,1
3077,175546.727,A,1301.448,N,8015.886,E,38.9,194.2,140624,0.0,W,1
3078,175547.727,A,1301.438,N,8015.883,E,38.9,194.2,140624,0.0,W,1
3079,175548.727,A,1301.427,N,8015.88,E,38.9,194.2,140624,0.0,W,1
3080,175549.727,A,1301.417,N,8015.878,E,38.9,194.2,140624,0.0,W,1
3081,175550.727,A,1301.406,N,8015.875,E,38.9,194.2,140624,0.0,W,1
3082,175551.727,A,1301.396,N,8015.872,E,38.9,194.2,140624,0.0,W,1
3083,175552.727,A,1301.385,N,8015.87,E,38.9,194.2,140624,0.0,W,1
3084,175553.727,A,1301.375,N,8015.867,E,38.9,194.2,140624,0.0,W,1
3085,175554.727,A,1301.364,N,8015.865,E,38.9,355.9,140624,0.0,W,1
3086,175555.727,A,1301.375,N,8015.864,E,38.9,355.9,140624,0.0,W,1
3087,175556.727,A,1301.386,N,8015.863,E,38.9,355.9,140624,0.0,W,1
3088,175557.727,A,1301.397,N,8015.862,E,38.9,355.9,140624,0.0,W,1
3089,175558.727,A,1301.407,N,8015.861,E,38.9,355.9,140624,0.0,W,1
3090,175559.727,A,1301.418,N,8015.861,E,38.9,355.9,140624,0.0,W,1
3091,175600.727,A,1301.429,N,8015.86,E,38.9,355.9,140624,0.0,W,1
3092,175601.727,A,1301.44,N,8015.859,E,38.9,355.9,140624,0.0,W,1
3093,175602.727,A,1301.45,N,8015.858,E,38.9,355.9,140624,0.0,W,1
3094,175603.727,A,1301.461,N,8015.858,E,38.9,355.9,140624,0.0,W,1
3095,175604.727,A,1301.472,N,8015.857,E,38.9,140.4,140624,0.0,W,1
3096,175605.727,A,1301.464,N,8015.864,E,38.9,140.4,140624,0.0,W,1
3097,175606.727,A,1301.455,N,8015.871,E,38.9,135.1,140624,0.0,W,1
3098,175607.727,A,1301.447,N,8015.878,E,38.9,135.1,140624,0.0,W,1
3099,175608.727,A,1301.44,N,8015.886,E,38.9,135.1,140624,0.0,W,1
3100,175609.727,A,1301.432,N,8015.894,E,38.9,135.1,140624,0.0,W,1
3101,175610.727,A,1301.424,N,8015.902,E,38.9,135.1,140624,0.0,W,1
3102,175611.727,A,1301.416,N,8015.909,E,38.9,135.1,140624,0.0,W,1
3103,175612.727,A,1301.409,N,8015.917,E,38.9,135.1,140624,0.0,W,1
3104,175613.727,A,1301.401,N,8015.925,E,38.9,135.1,140624,0.0,W,1
3105,175614.727,A,1301.393,N,8015.932,E,38.9,135.1,140624,0.0,W,1
3106,175615.727,A,1301.386,N,8015.94,E,38.9,135.1,140624,0.0,W,1
3107,175616.727,A,1301.378,N,8015.948,E,38.9,135.1,140624,0.0,W,1
3108,175617.727,A,1301.37,N,8015.956,E,38.9,135.1,140624,0.0,W,1
3109,175618.727,A,1301.362,N,8015.963,E,38.9,135.1,140624,0.0,W,1
3110,175619.727,A,1301.355,N,8015.971,E,38.9,135.1,140624,0.0,W,1
3111,175620.727,A,1301.347,N,8015.979,E,38.9,135.1,140624,0.0,W,1
3112,175621.727,A,1301.339,N,8015.986,E,38.9,135.1,140624,0.0,W,1
3113,175622.727,A,1301.331,N,8015.994,E,38.9,135.1,140624,0.0,W,1
3114,175623.727,A,1301.324,N,8016.002,E,38.9,324.4,140624,0.0,W,1
3115,175624.727,A,1301.332,N,8015.996,E,38.9,324.4,140624,0.0,W,1
3116,175625.727,A,1301.341,N,8015.989,E,38.9,324.4,140624,0.0,W,1
3117,175626.727,A,1301.35,N,8015.983,E,38.9,324.4,140624,0.0,W,1
3118,175627.727,A,1301.359,N,8015.977,E,38.9,324.4,140624,0.0,W,1
3119,175628.727,A,1301.368,N,8015.97,E,38.9,324.4,140624,0.0,W,1
3120,175629.727,A,1301.377,N,8015.964,E,38.9,324.4,140624,0.0,W,1
3121,175630.727,A,1301.385,N,8015.957,E,38.9,324.4,140624,0.0,W,1
3122,175631.727,A,1301.394,N,8015.951,E,38.9,324.4,140624,0.0,W,1
3123,175632.727,A,1301.403,N,8015.945,E,38.9,324.4,140624,0.0,W,1
3124,175633.727,A,1301.412,N,8015.938,E,38.9,324.4,140624,0.0,W,1
3125,175634.727,A,1301.421,N,8015.932,E,38.9,324.4,140624,0.0,W,1
3126,175635.727,A,1301.43,N,8015.926,E,38.9,324.4,140624,0.0,W,1
3127,175636.727,A,1301.439,N,8015.919,E,38.9,324.4,140624,0.0,W,1
3128,175637.727,A,1301.447,N,8015.913,E,38.9,161.9,140624,0.0,W,1
3129,175638.727,A,1301.437,N,8015.916,E,38.9,161.9,140624,0.0,W,1
3130,175639.727,A,1301.427,N,8015.92,E,38.9,161.9,140624,0.0,W,1
3131,175640.727,A,1301.417,N,8015.923,E,38.9,161.9,140624,0.0,W,1
3132,175641.727,A,1301.406,N,8015.926,E,38.9,161.9,140624,0.0,W,1
3133,175642.727,A,1301.396,N,8015.93,E,38.9,161.9,140624,0.0,W,1
3134,175643.727,A,1301.386,N,8015.933,E,38.9,161.9,140624,0.0,W,1
3135,175644.727,A,1301.375,N,8015.937,E,38.9,161.9,140624,0.0,W,1
3136,175645.727,A,1301.365,N,8015.94,E,38.9,161.9,140624,0.0,W,1
3137,175646.727,A,1301.355,N,8015.943,E,38.9,161.9,140624,0.0,W,1
3138,175647.727,A,1301.345,N,8015.947,E,38.9,161.9,140624,0.0,W,1
3139,175648.727,A,1301.334,N,8015.95,E,38.9,161.9,140624,0.0,W,1
3140,175649.727,A,1301.324,N,8015.953,E,38.9,161.9,140624,0.0,W,1
3141,175650.727,A,1301.314,N,8015.957,E,38.9,161.9,140624,0.0,W,1
3142,175651.727,A,1301.303,N,8015.96,E,38.9,161.9,140624,0.0,W,1
3143,175652.727,A,1301.293,N,8015.963,E,38.9,161.9,140624,0.0,W,1
3144,175653.727,A,1301.283,N,8015.967,E,38.9,161.9,140624,0.0,W,1
3145,175654.727,A,1301.273,N,8015.97,E,38.9,161.9,140624,0.0,W,1
3146,175655.727,A,1301.262,N,8015.973,E,38.9,161.9,140624,0.0,W,1
3147,175656.727,A,1301.252,N,8015.977,E,38.9,161.9,140624,0.0,W,1
3148,175657.727,A,1301.242,N,8015.98,E,38.9,161.9,140624,0.0,W,1
3149,175658.727,A,1301.231,N,8015.984,E,38.9,161.9,140624,0.0,W,1
3150,175659.727,A,1301.221,N,8015.987,E,38.9,161.9,140624,0.0,W,1
3151,175700.727,A,1301.211,N,8015.99,E,38.9,161.9,140624,0.0,W,1
3152,175701.727,A,1301.201,N,8015.994,E,38.9,161.9,140624,0.0,W,1
3153,175702.727,A,1301.19,N,8015.997,E,38.9,161.9,140624,0.0,W,1
3154,175703.727,A,1301.18,N,8016.0,E,38.9,161.9,140624,0.0,W,1
3155,175704.727,A,1301.17,N,8016.004,E,38.9,4.6,140624,0.0,W,1
3156,175705.727,A,1301.18,N,8016.005,E,38.9,4.6,140624,0.0,W,1
3157,175706.727,A,1301.191,N,8016.005,E,38.9,4.6,140624,0.0,W,1
3158,175707.727,A,1301.202,N,8016.006,E,38.9,4.6,140624,0.0,W,1
3159,175708.727,A,1301.213,N,8016.007,E,38.9,4.6,140624,0.0,W,1
3160,175709.727,A,1301.224,N,8016.008,E,38.9,4.6,140624,0.0,W,1
3161,175710.727,A,1301.234,N,8016.009,E,38.9,4.6,140624,0.0,W,1
3162,175711.727,A,1301.245,N,8016.01,E,38.9,4.6,140624,0.0,W,1
3163,175712.727,A,1301.256,N,8016.011,E,38.9,4.6,140624,0.0,W,1
3164,175713.727,A,1301.267,N,8016.012,E,38.9,4.6,140624,0.0,W,1
3165,175714.727,A,1301.277,N,8016.012,E,38.9,4.6,140624,0.0,W,1
3166,175715.727,A,1301.288,N,8016.013,E,38.9,4.6,140624,0.0,W,1
3167,175716.727,A,1301.299,N,8016.014,E,38.9,4.6,140624,0.0,W,1
3168,175717.727,A,1301.31,N,8016.015,E,38.9,308.6,140624,0.0,W,1
3169,175718.727,A,1301.316,N,8016.007,E,38.9,308.6,140624,0.0,W,1
3170,175719.727,A,1301.323,N,8015.998,E,38.9,308.6,140624,0.0,W,1
3171,175720.727,A,1301.33,N,8015.989,E,38.9,308.6,140624,0.0,W,1
3172,175721.727,A,1301.337,N,8015.981,E,38.9,308.6,140624,0.0,W,1
3173,175722.727,A,1301.344,N,8015.972,E,38.9,308.6,140624,0.0,W,1
3174,175723.727,A,1301.351,N,8015.964,E,38.9,166.3,140624,0.0,W,1
3175,175724.727,A,1301.34,N,8015.966,E,38.9,166.3,140624,0.0,W,1
3176,175725.727,A,1301.33,N,8015.969,E,38.9,166.3,140624,0.0,W,1
3177,175726.727,A,1301.319,N,8015.971,E,38.9,166.3,140624,0.0,W,1
3178,175727.727,A,1301.309,N,8015.974,E,38.9,166.3,140624,0.0,W,1
3179,175728.727,A,1301.298,N,8015.976,E,38.9,166.3,140624,0.0,W,1
3180,175729.727,A,1301.288,N,8015.979,E,38.9,166.3,140624,0.0,W,1
3181,175730.727,A,1301.277,N,8015.982,E,38.9,166.3,140624,0.0,W,1
3182,175731.727,A,1301.267,N,8015.984,E,38.9,166.3,140624,0.0,W,1
3183,175732.727,A,1301.256,N,8015.987,E,38.9,166.3,140624,0.0,W,1
3184,175733.727,A,1301.246,N,8015.989,E,38.9,166.3,140624,0.0,W,1
3185,175734.727,A,1301.235,N,8015.992,E,38.9,358.7,140624,0.0,W,1
3186,175735.727,A,1301.246,N,8015.992,E,38.9,358.7,140624,0.0,W,1
3187,175736.727,A,1301.257,N,8015.991,E,38.9,358.7,140624,0.0,W,1
3188,175737.727,A,1301.268,N,8015.991,E,38.9,358.7,140624,0.0,W,1
3189,175738.727,A,1301.278,N,8015.991,E,38.9,358.7,140624,0.0,W,1
3190,175739.727,A,1301.289,N,8015.991,E,38.9,358.7,140624,0.0,W,1
3191,175740.727,A,1301.3,N,8015.99,E,38.9,358.7,140624,0.0,W,1
3192,175741.727,A,1301.311,N,8015.99,E,38.9,358.7,140624,0.0,W,1
3193,175742.727,A,1301.321,N,8015.99,E,38.9,146.0,140624,0.0,W,1
3194,175743.727,A,1301.312,N,8015.996,E,38.9,146.0,140624,0.0,W,1
3195,175744.727,A,1301.303,N,8016.002,E,38.9,295.7,140624,0.0,W,1
3196,175745.727,A,1301.308,N,8015.992,E,38.9,295.7,140624,0.0,W,1
3197,175746.727,A,1301.313,N,8015.982,E,38.9,295.7,140624,0.0,W,1
3198,175747.727,A,1301.318,N,8015.972,E,38.9,295.7,140624,0.0,W,1
3199,175748.727,A,1301.323,N,8015.962,E,38.9,295.7,140624,0.0,W,1
3200,175749.727,A,1301.327,N,8015.953,E,38.9,295.7,140624,0.0,W,1
3201,175750.727,A,1301.332,N,8015.943,E,38.9,295.7,140624,0.0,W,1
3202,175751.727,A,1301.337,N,8015.933,E,38.9,295.7,140624,0.0,W,1
3203,175752.727,A,1301.342,N,8015.923,E,38.9,295.7,140624,0.0,W,1
3204,175753.727,A,1301.346,N,8015.913,E,38.9,295.7,140624,0.0,W,1
3205,175754.727,A,1301.351,N,8015.903,E,38.9,295.7,140624,0.0,W,1
3206,175755.727,A,1301.356,N,8015.893,E,38.9,8.9,140624,0.0,W,1
3207,175756.727,A,1301.367,N,8015.895,E,38.9,8.9,140624,0.0,W,1
3208,175757.727,A,1301.377,N,8015.896,E,38.9,8.9,140624,0.0,W,1
3209,175758.727,A,1301.388,N,8015.898,E,38.9,8.9,140624,0.0,W,1
3210,175759.727,A,1301.399,N,8015.9,E,38.9,8.9,140624,0.0,W,1
3211,175800.727,A,1301.409,N,8015.901,E,38.9,161.4,140624,0.0,W,1
3212,175801.727,A,1301.399,N,8015.905,E,38.9,161.4,140624,0.0,W,1
3213,175802.727,A,1301.389,N,8015.908,E,38.9,161.4,140624,0.0,W,1
3214,175803.727,A,1301.379,N,8015.912,E,38.9,161.4,140624,0.0,W,1
3215,175804.727,A,1301.368,N,8015.915,E,38.9,132.5,140624,0.0,W,1
3216,175805.727,A,1301.361,N,8015.923,E,38.9,216.5,140624,0.0,W,1
3217,175806.727,A,1301.352,N,8015.917,E,38.9,216.5,140624,0.0,W,1
3218,175807.727,A,1301.343,N,8015.91,E,38.9,216.5,140624,0.0,W,1
3219,175808.727,A,1301.335,N,8015.904,E,38.9,216.5,140624,0.0,W,1
3220,175809.727,A,1301.326,N,8015.897,E,38.9,216.5,140624,0.0,W,1
3221,175810.727,A,1301.317,N,8015.891,E,38.9,216.5,140624,0.0,W,1
3222,175811.727,A,1301.308,N,8015.884,E,38.9,216.5,140624,0.0,W,1
3223,175812.727,A,1301.3,N,8015.878,E,38.9,216.5,140624,0.0,W,1
3224,175813.727,A,1301.291,N,8015.871,E,38.9,216.5,140624,0.0,W,1
3225,175814.727,A,1301.282,N,8015.865,E,38.9,18.7,140624,0.0,W,1
3226,175815.727,A,1301.292,N,8015.868,E,38.9,18.7,140624,0.0,W,1
3227,175816.727,A,1301.303,N,8015.872,E,38.9,18.7,140624,0.0,W,1
3228,175817.727,A,1301.313,N,8015.875,E,38.9,18.7,140624,0.0,W,1
3229,175818.727,A,1301.323,N,8015.879,E,38.9,18.7,140624,0.0,W,1
3230,175819.727,A,1301.333,N,8015.882,E,38.9,18.7,140624,0.0,W,1
3231,175820.727,A,1301.344,N,8015.886,E,38.9,168.1,140624,0.0,W,1
3232,175821.727,A,1301.333,N,8015.888,E,38.9,168.1,140624,0.0,W,1
3233,175822.727,A,1301.323,N,8015.89,E,38.9,168.1,140624,0.0,W,1
3234,175823.727,A,1301.312,N,8015.892,E,38.9,168.1,140624,0.0,W,1
3235,175824.727,A,1301.301,N,8015.895,E,38.9,168.1,140624,0.0,W,1
3236,175825.727,A,1301.291,N,8015.897,E,38.9,168.1,140624,0.0,W,1
3237,175826.727,A,1301.28,N,8015.899,E,38.9,168.1,140624,0.0,W,1
3238,175827.727,A,1301.27,N,8015.901,E,38.9,168.1,140624,0.0,W,1
3239,175828.727,A,1301.259,N,8015.903,E,38.9,168.1,140624,0.0,W,1
3240,175829.727,A,1301.249,N,8015.906,E,38.9,168.1,140624,0.0,W,1
3241,175830.727,A,1301.238,N,8015.908,E,38.9,168.1,140624,0.0,W,1
3242,175831.727,A,1301.227,N,8015.91,E,38.9,168.1,140624,0.0,W,1
3243,175832.727,A,1301.217,N,8015.912,E,38.9,168.1,140624,0.0,W,1
3244,175833.727,A,1301.206,N,8015.915,E,38.9,168.1,140624,0.0,W,1
3245,175834.727,A,1301.196,N,8015.917,E,38.9,168.1,140624,0.0,W,1
3246,175835.727,A,1301.185,N,8015.919,E,38.9,168.1,140624,0.0,W,1
3247,175836.727,A,1301.175,N,8015.921,E,38.9,168.1,140624,0.0,W,1
3248,175837.727,A,1301.164,N,8015.924,E,38.9,168.1,140624,0.0,W,1
3249,175838.727,A,1301.153,N,8015.926,E,38.9,168.1,140624,0.0,W,1
3250,175839.727,A,1301.143,N,8015.928,E,38.9,168.1,140624,0.0,W,1
3251,175840.727,A,1301.132,N,8015.93,E,38.9,168.1,140624,0.0,W,1
3252,175841.727,A,1301.122,N,8015.933,E,38.9,168.1,140624,0.0,W,1
3253,175842.727,A,1301.111,N,8015.935,E,38.9,168.1,140624,0.0,W,1
3254,175843.727,A,1301.101,N,8015.937,E,38.9,168.1,140624,0.0,W,1
3255,175844.727,A,1301.09,N,8015.939,E,38.9,168.1,140624,0.0,W,1
3256,175845.727,A,1301.079,N,8015.941,E,38.9,168.1,140624,0.0,W,1
3257,175846.727,A,1301.069,N,8015.944,E,38.9,31.1,140624,0.0,W,1
3258,175847.727,A,1301.078,N,8015.949,E,38.9,31.1,140624,0.0,W,1
3259,175848.727,A,1301.087,N,8015.955,E,38.9,31.1,140624,0.0,W,1
3260,175849.727,A,1301.097,N,8015.96,E,38.9,31.1,140624,0.0,W,1
3261,175850.727,A,1301.106,N,8015.966,E,38.9,31.1,140624,0.0,W,1
3262,175851.727,A,1301.115,N,8015.972,E,38.9,31.1,140624,0.0,W,1
3263,175852.727,A,1301.125,N,8015.977,E,38.9,31.1,140624,0.0,W,1
3264,175853.727,A,1301.134,N,8015.983,E,38.9,31.1,140624,0.0,W,1
3265,175854.727,A,1301.143,N,8015.989,E,38.9,31.1,140624,0.0,W,1
3266,175855.727,A,1301.153,N,8015.994,E,38.9,31.1,140624,0.0,W,1
3267,175856.727,A,1301.162,N,8016.0,E,38.9,227.5,140624,0.0,W,1
3268,175857.727,A,1301.154,N,8015.992,E,38.9,227.5,140624,0.0,W,1
3269,175858.727,A,1301.147,N,8015.984,E,38.9,227.5,140624,0.0,W,1
3270,175859.727,A,1301.14,N,8015.976,E,38.9,227.5,140624,0.0,W,1
3271,175900.727,A,1301.132,N,8015.968,E,38.9,227.5,140624,0.0,W,1
3272,175901.727,A,1301.125,N,8015.959,E,38.9,227.5,140624,0.0,W,1
3273,175902.727,A,1301.118,N,8015.951,E,38.9,227.5,140624,0.0,W,1
3274,175903.727,A,1301.11,N,8015.943,E,38.9,348.7,140624,0.0,W,1
3275,175904.727,A,1301.121,N,8015.941,E,38.9,348.7,140624,0.0,W,1
3276,175905.727,A,1301.131,N,8015.939,E,38.9,348.7,140624,0.0,W,1
3277,175906.727,A,1301.142,N,8015.937,E,38.9,348.7,140624,0.0,W,1
3278,175907.727,A,1301.152,N,8015.935,E,38.9,348.7,140624,0.0,W,1
3279,175908.727,A,1301.163,N,8015.933,E,38.9,348.7,140624,0.0,W,1
3280,175909.727,A,1301.174,N,8015.931,E,38.9,348.7,140624,0.0,W,1
3281,175910.727,A,1301.184,N,8015.929,E,38.9,348.7,140624,0.0,W,1
3282,175911.727,A,1301.195,N,8015.926,E,38.9,348.7,140624,0.0,W,1
3283,175912.727,A,1301.205,N,8015.924,E,38.9,348.7,140624,0.0,W,1
3284,175913.727,A,1301.216,N,8015.922,E,38.9,348.7,140624,0.0,W,1
3285,175914.727,A,1301.227,N,8015.92,E,38.9,348.7,140624,0.0,W,1
3286,175915.727,A,1301.237,N,8015.918,E,38.9,348.7,140624,0.0,W,1
3287,175916.727,A,1301.248,N,8015.916,E,38.9,348.7,140624,0.0,W,1
3288,175917.727,A,1301.258,N,8015.914,E,38.9,348.7,140624,0.0,W,1
3289,175918.727,A,1301.269,N,8015.912,E,38.9,348.7,140624,0.0,W,1
3290,175919.727,A,1301.28,N,8015.909,E,38.9,348.7,140624,0.0,W,1
3291,175920.727,A,1301.29,N,8015.907,E,38.9,348.7,140624,0.0,W,1
3292,175921.727,A,1301.301,N,8015.905,E,38.9,348.7,140624,0.0,W,1
3293,175922.727,A,1301.311,N,8015.903,E,38.9,48.9,140624,0.0,W,1
3294,175923.727,A,1301.319,N,8015.911,E,38.9,48.9,140624,0.0,W,1
3295,175924.727,A,1301.326,N,8015.92,E,38.9,170.3,140624,0.0,W,1
3296,175925.727,A,1301.315,N,8015.921,E,38.9,170.3,140624,0.0,W,1
3297,175926.727,A,1301.305,N,8015.923,E,38.9,170.3,140624,0.0,W,1
3298,175927.727,A,1301.294,N,8015.925,E,38.9,170.3,140624,0.0,W,1
3299,175928.727,A,1301.283,N,8015.927,E,38.9,170.3,140624,0.0,W,1
3300,175929.727,A,1301.273,N,8015.929,E,38.9,170.3,140624,0.0,W,1
3301,175930.727,A,1301.262,N,8015.93,E,38.9,170.3,140624,0.0,W,1
3302,175931.727,A,1301.251,N,8015.932,E,38.9,170.3,140624,0.0,W,1
3303,175932.727,A,1301.241,N,8015.934,E,38.9,170.3,140624,0.0,W,1
3304,175933.727,A,1301.23,N,8015.936,E,38.9,170.3,140624,0.0,W,1
3305,175934.727,A,1301.219,N,8015.938,E,38.9,170.3,140624,0.0,W,1
3306,175935.727,A,1301.209,N,8015.94,E,38.9,170.3,140624,0.0,W,1
3307,175936.727,A,1301.198,N,8015.941,E,38.9,170.3,140624,0.0,W,1
3308,175937.727,A,1301.187,N,8015.943,E,38.9,170.3,140624,0.0,W,1
3309,175938.727,A,1301.177,N,8015.945,E,38.9,170.3,140624,0.0,W,1
3310,175939.727,A,1301.166,N,8015.947,E,38.9,170.3,140624,0.0,W,1
3311,175940.727,A,1301.155,N,8015.949,E,38.9,67.6,140624,0.0,W,1
3312,175941.727,A,1301.16,N,8015.959,E,38.9,67.6,140624,0.0,W,1
3313,175942.727,A,1301.164,N,8015.969,E,38.9,67.6,140624,0.0,W,1
3314,175943.727,A,1301.168,N,8015.979,E,38.9,344.3,140624,0.0,W,1
3315,175944.727,A,1301.178,N,8015.976,E,38.9,344.3,140624,0.0,W,1
3316,175945.727,A,1301.189,N,8015.973,E,38.9,344.3,140624,0.0,W,1
3317,175946.727,A,1301.199,N,8015.97,E,38.9,344.3,140624,0.0,W,1
3318,175947.727,A,1301.21,N,8015.967,E,38.9,344.3,140624,0.0,W,1
3319,175948.727,A,1301.22,N,8015.965,E,38.9,344.3,140624,0.0,W,1
3320,175949.727,A,1301.231,N,8015.962,E,38.9,344.3,140624,0.0,W,1
3321,175950.727,A,1301.241,N,8015.959,E,38.9,344.3,140624,0.0,W,1
3322,175951.727,A,1301.251,N,8015.956,E,38.9,344.3,140624,0.0,W,1
3323,175952.727,A,1301.262,N,8015.953,E,38.9,344.3,140624,0.0,W,1
3324,175953.727,A,1301.272,N,8015.95,E,38.9,344.3,140624,0.0,W,1
3325,175954.727,A,1301.283,N,8015.947,E,38.9,344.3,140624,0.0,W,1
3326,175955.727,A,1301.293,N,8015.944,E,38.9,344.3,140624,0.0,W,1
3327,175956.727,A,1301.303,N,8015.941,E,38.9,344.3,140624,0.0,W,1
3328,175957.727,A,1301.314,N,8015.938,E,38.9,344.3,140624,0.0,W,1
3329,175958.727,A,1301.324,N,8015.935,E,38.9,171.8,140624,0.0,W,1
3330,175959.727,A,1301.314,N,8015.937,E,38.9,171.8,140624,0.0,W,1
3331,180000.727,A,1301.303,N,8015.938,E,38.9,171.8,140624,0.0,W,1
3332,180001.727,A,1301.292,N,8015.94,E,38.9,171.8,140624,0.0,W,1
3333,180002.727,A,1301.281,N,8015.941,E,38.9,171.8,140624,0.0,W,1
3334,180003.727,A,1301.271,N,8015.943,E,38.9,171.8,140624,0.0,W,1
3335,180004.727,A,1301.26,N,8015.945,E,38.9,171.8,140624,0.0,W,1
3336,180005.727,A,1301.249,N,8015.946,E,38.9,171.8,140624,0.0,W,1
3337,180006.727,A,1301.239,N,8015.948,E,38.9,171.8,140624,0.0,W,1
3338,180007.727,A,1301.228,N,8015.949,E,38.9,171.8,140624,0.0,W,1
3339,180008.727,A,1301.217,N,8015.951,E,38.9,171.8,140624,0.0,W,1
